Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017
"06075010101","Census Tract 101.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"010101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010101","Census Tract 101.01",,,,2004,1668,770,132,52,608,0,47,59,336,65,0,15,0,46,102,108,83.23,38.42,6.59,2.59,30.34,0,2.35,2.94,16.77,3.24,0,0.75,0,2.3,5.09,5.39
"06075010102","Census Tract 101.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"010102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010102","Census Tract 101.02",,,,1795,1702,554,322,0,766,16,0,44,93,8,0,0,0,0,76,9,94.82,30.86,17.94,0,42.67,0.89,0,2.45,5.18,0.45,0,0,0,0,4.23,0.5
"06075010201","Census Tract 102.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"010201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010201","Census Tract 102.01",,,,2608,2297,1762,134,0,206,0,0,195,311,31,0,0,0,0,18,262,88.08,67.56,5.14,0,7.9,0,0,7.48,11.92,1.19,0,0,0,0,0.69,10.05
"06075010202","Census Tract 102.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"010202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010202","Census Tract 102.02",,,,1761,1706,1179,58,0,284,27,38,120,55,0,0,0,0,0,48,7,96.88,66.95,3.29,0,16.13,1.53,2.16,6.81,3.12,0,0,0,0,0,2.73,0.4
"06075010300","Census Tract 103, San Francisco County, California","ca","140","00",,,,"06","075",,,"010300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010300","Census Tract 103",,,,3791,3338,2258,0,0,949,0,28,103,453,55,0,76,0,0,0,322,88.05,59.56,0,0,25.03,0,0.74,2.72,11.95,1.45,0,2,0,0,0,8.49
"06075010401","Census Tract 104.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"010401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010401","Census Tract 104.01",,,,2393,1909,1290,11,0,477,0,0,131,484,25,0,1,0,0,73,385,79.77,53.91,0.46,0,19.93,0,0,5.47,20.23,1.04,0,0.04,0,0,3.05,16.09
"06075010402","Census Tract 104.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"010402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010402","Census Tract 104.02",,,,2012,1852,1130,9,0,527,0,15,171,160,106,0,0,0,0,9,45,92.05,56.16,0.45,0,26.19,0,0.75,8.5,7.95,5.27,0,0,0,0,0.45,2.24
"06075010500","Census Tract 105, San Francisco County, California","ca","140","00",,,,"06","075",,,"010500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010500","Census Tract 105",,,,3177,3120,1352,39,0,1606,0,0,123,57,24,0,0,0,0,23,10,98.21,42.56,1.23,0,50.55,0,0,3.87,1.79,0.76,0,0,0,0,0.72,0.31
"06075010600","Census Tract 106, San Francisco County, California","ca","140","00",,,,"06","075",,,"010600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010600","Census Tract 106",,,,3293,2876,893,100,0,1647,0,11,225,417,132,0,13,0,0,51,221,87.34,27.12,3.04,0,50.02,0,0.33,6.83,12.66,4.01,0,0.39,0,0,1.55,6.71
"06075010701","Census Tract 107.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"010701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010701","Census Tract 107.01",,,,3280,3248,160,0,0,3039,0,10,39,32,32,0,0,0,0,0,0,99.02,4.88,0,0,92.65,0,0.3,1.19,0.98,0.98,0,0,0,0,0,0
"06075010702","Census Tract 107.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"010702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010702","Census Tract 107.02",,,,1380,1137,348,0,0,692,0,0,97,243,9,0,37,0,0,197,0,82.39,25.22,0,0,50.14,0,0,7.03,17.61,0.65,0,2.68,0,0,14.28,0
"06075010800","Census Tract 108, San Francisco County, California","ca","140","00",,,,"06","075",,,"010800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010800","Census Tract 108",,,,4334,4114,2012,377,0,1416,0,97,212,220,77,0,0,0,0,104,39,94.92,46.42,8.7,0,32.67,0,2.24,4.89,5.08,1.78,0,0,0,0,2.4,0.9
"06075010901","Census Tract 109.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"010901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010901","Census Tract 109.01",,,,2069,1732,1234,9,0,364,0,25,100,337,166,0,27,0,0,0,144,83.71,59.64,0.43,0,17.59,0,1.21,4.83,16.29,8.02,0,1.3,0,0,0,6.96
"06075010902","Census Tract 109.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"010902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010902","Census Tract 109.02",,,,2568,2158,1591,0,0,407,0,0,160,410,132,0,0,0,0,96,182,84.03,61.95,0,0,15.85,0,0,6.23,15.97,5.14,0,0,0,0,3.74,7.09
"06075011001","Census Tract 110.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"011001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011001","Census Tract 110.01",,,,2327,2271,1468,0,0,781,0,12,10,56,23,0,0,0,0,33,0,97.59,63.09,0,0,33.56,0,0.52,0.43,2.41,0.99,0,0,0,0,1.42,0
"06075011002","Census Tract 110.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"011002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011002","Census Tract 110.02",,,,1755,1491,686,0,0,695,0,0,110,264,39,0,0,0,0,122,103,84.96,39.09,0,0,39.6,0,0,6.27,15.04,2.22,0,0,0,0,6.95,5.87
"06075011101","Census Tract 111.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"011101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011101","Census Tract 111.01",,,,2470,2230,1100,76,0,967,0,0,87,240,136,0,0,0,0,18,86,90.28,44.53,3.08,0,39.15,0,0,3.52,9.72,5.51,0,0,0,0,0.73,3.48
"06075011102","Census Tract 111.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"011102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011102","Census Tract 111.02",,,,2205,1960,715,244,0,894,0,0,107,245,16,0,5,0,0,203,21,88.89,32.43,11.07,0,40.54,0,0,4.85,11.11,0.73,0,0.23,0,0,9.21,0.95
"06075011200","Census Tract 112, San Francisco County, California","ca","140","00",,,,"06","075",,,"011200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011200","Census Tract 112",,,,2678,2621,1348,50,0,974,0,55,194,57,34,0,0,0,0,0,23,97.87,50.34,1.87,0,36.37,0,2.05,7.24,2.13,1.27,0,0,0,0,0,0.86
"06075011300","Census Tract 113, San Francisco County, California","ca","140","00",,,,"06","075",,,"011300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011300","Census Tract 113",,,,2518,2418,488,48,0,1795,0,0,87,100,75,0,0,2,0,13,10,96.03,19.38,1.91,0,71.29,0,0,3.46,3.97,2.98,0,0,0.08,0,0.52,0.4
"06075011700","Census Tract 117, San Francisco County, California","ca","140","00",,,,"06","075",,,"011700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011700","Census Tract 117",,,,1947,1659,825,57,0,633,0,3,141,288,16,0,0,0,0,143,129,85.21,42.37,2.93,0,32.51,0,0.15,7.24,14.79,0.82,0,0,0,0,7.34,6.63
"06075011800","Census Tract 118, San Francisco County, California","ca","140","00",,,,"06","075",,,"011800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011800","Census Tract 118",,,,1635,1599,122,30,0,1373,0,0,74,36,14,0,0,0,0,6,16,97.8,7.46,1.83,0,83.98,0,0,4.53,2.2,0.86,0,0,0,0,0.37,0.98
"06075011901","Census Tract 119.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"011901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011901","Census Tract 119.01",,,,2084,1703,846,57,0,645,11,9,135,381,96,0,0,0,0,231,54,81.72,40.6,2.74,0,30.95,0.53,0.43,6.48,18.28,4.61,0,0,0,0,11.08,2.59
"06075011902","Census Tract 119.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"011902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011902","Census Tract 119.02",,,,2732,2361,1138,69,0,975,0,51,128,371,66,0,9,0,0,282,14,86.42,41.65,2.53,0,35.69,0,1.87,4.69,13.58,2.42,0,0.33,0,0,10.32,0.51
"06075012001","Census Tract 120.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012001","Census Tract 120.01",,,,1738,1478,660,12,0,330,0,187,289,260,5,0,0,0,0,70,185,85.04,37.97,0.69,0,18.99,0,10.76,16.63,14.96,0.29,0,0,0,0,4.03,10.64
"06075012002","Census Tract 120.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012002","Census Tract 120.02",,,,2035,1489,529,143,0,692,0,0,125,546,123,14,0,11,0,201,197,73.17,26,7.03,0,34,0,0,6.14,26.83,6.04,0.69,0,0.54,0,9.88,9.68
"06075012100","Census Tract 121, San Francisco County, California","ca","140","00",,,,"06","075",,,"012100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012100","Census Tract 121",,,,3250,2643,1425,37,0,935,0,5,241,607,201,38,2,0,0,249,117,81.32,43.85,1.14,0,28.77,0,0.15,7.42,18.68,6.18,1.17,0.06,0,0,7.66,3.6
"06075012202","Census Tract 122.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012202","Census Tract 122.02",,,,3017,2484,1104,407,64,765,0,7,137,533,74,0,18,0,0,372,69,82.33,36.59,13.49,2.12,25.36,0,0.23,4.54,17.67,2.45,0,0.6,0,0,12.33,2.29
"06075012203","Census Tract 122.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"012203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012203","Census Tract 122.03",,,,1895,1613,1075,138,9,341,0,32,18,282,75,0,82,0,0,0,125,85.12,56.73,7.28,0.47,17.99,0,1.69,0.95,14.88,3.96,0,4.33,0,0,0,6.6
"06075012204","Census Tract 122.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"012204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012204","Census Tract 122.04",,,,2389,1940,1003,0,0,734,0,0,203,449,134,0,18,0,0,56,241,81.21,41.98,0,0,30.72,0,0,8.5,18.79,5.61,0,0.75,0,0,2.34,10.09
"06075012301","Census Tract 123.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012301","Census Tract 123.01",,,,1766,1396,657,196,0,456,0,31,56,370,49,26,21,0,27,219,28,79.05,37.2,11.1,0,25.82,0,1.76,3.17,20.95,2.77,1.47,1.19,0,1.53,12.4,1.59
"06075012302","Census Tract 123.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012302","Census Tract 123.02",,,,2586,2155,1064,189,25,718,0,62,97,431,95,0,35,0,0,160,141,83.33,41.14,7.31,0.97,27.76,0,2.4,3.75,16.67,3.67,0,1.35,0,0,6.19,5.45
"06075012403","Census Tract 124.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"012403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012403","Census Tract 124.03",,,,2696,1916,254,74,0,1418,0,137,33,780,0,0,38,17,0,442,283,71.07,9.42,2.74,0,52.6,0,5.08,1.22,28.93,0,0,1.41,0.63,0,16.39,10.5
"06075012404","Census Tract 124.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"012404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012404","Census Tract 124.04",,,,2587,1590,783,127,0,602,0,0,78,997,140,58,94,60,0,630,15,61.46,30.27,4.91,0,23.27,0,0,3.02,38.54,5.41,2.24,3.63,2.32,0,24.35,0.58
"06075012405","Census Tract 124.05, San Francisco County, California","ca","140","00",,,,"06","075",,,"012405",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012405","Census Tract 124.05",,,,3878,3031,1337,614,0,715,0,0,365,847,107,0,82,0,0,94,564,78.16,34.48,15.83,0,18.44,0,0,9.41,21.84,2.76,0,2.11,0,0,2.42,14.54
"06075012406","Census Tract 124.06, San Francisco County, California","ca","140","00",,,,"06","075",,,"012406",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012406","Census Tract 124.06",,,,1358,1085,509,111,0,437,0,17,11,273,13,0,0,0,0,214,46,79.9,37.48,8.17,0,32.18,0,1.25,0.81,20.1,0.96,0,0,0,0,15.76,3.39
"06075012502","Census Tract 125.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012502","Census Tract 125.02",,,,4689,3214,888,491,382,1349,0,13,91,1475,45,35,4,0,0,1038,353,68.54,18.94,10.47,8.15,28.77,0,0.28,1.94,31.46,0.96,0.75,0.09,0,0,22.14,7.53
"06075012503","Census Tract 125.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"012503",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012503","Census Tract 125.03",,,,4497,3071,1031,450,0,1549,0,0,41,1426,101,0,121,36,0,880,288,68.29,22.93,10.01,0,34.45,0,0,0.91,31.71,2.25,0,2.69,0.8,0,19.57,6.4
"06075012504","Census Tract 125.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"012504",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012504","Census Tract 125.04",,,,651,459,49,69,30,295,0,0,16,192,0,0,0,0,0,6,186,70.51,7.53,10.6,4.61,45.31,0,0,2.46,29.49,0,0,0,0,0,0.92,28.57
"06075012601","Census Tract 126.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012601","Census Tract 126.01",,,,2045,1863,1370,0,0,236,0,0,257,182,55,0,0,54,0,8,65,91.1,66.99,0,0,11.54,0,0,12.57,8.9,2.69,0,0,2.64,0,0.39,3.18
"06075012602","Census Tract 126.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012602","Census Tract 126.02",,,,2956,2823,2304,0,0,258,0,12,249,133,44,0,0,0,0,37,52,95.5,77.94,0,0,8.73,0,0.41,8.42,4.5,1.49,0,0,0,0,1.25,1.76
"06075012700","Census Tract 127, San Francisco County, California","ca","140","00",,,,"06","075",,,"012700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012700","Census Tract 127",,,,3973,3661,3180,47,0,228,0,0,206,312,54,0,0,0,0,62,196,92.15,80.04,1.18,0,5.74,0,0,5.18,7.85,1.36,0,0,0,0,1.56,4.93
"06075012801","Census Tract 128.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012801","Census Tract 128.01",,,,2547,2138,1817,20,0,235,18,18,30,409,64,0,0,0,0,25,320,83.94,71.34,0.79,0,9.23,0.71,0.71,1.18,16.06,2.51,0,0,0,0,0.98,12.56
"06075012802","Census Tract 128.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012802","Census Tract 128.02",,,,2035,1677,1433,5,0,184,0,0,55,358,10,0,0,0,0,63,285,82.41,70.42,0.25,0,9.04,0,0,2.7,17.59,0.49,0,0,0,0,3.1,14
"06075012901","Census Tract 129.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012901","Census Tract 129.01",,,,2887,2581,1928,1,0,498,0,0,154,306,88,0,1,0,0,32,185,89.4,66.78,0.03,0,17.25,0,0,5.33,10.6,3.05,0,0.03,0,0,1.11,6.41
"06075012902","Census Tract 129.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012902","Census Tract 129.02",,,,2735,2488,1908,32,0,402,82,0,64,247,61,0,0,0,0,120,66,90.97,69.76,1.17,0,14.7,3,0,2.34,9.03,2.23,0,0,0,0,4.39,2.41
"06075013001","Census Tract 130.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"013001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013001","Census Tract 130.01",,,,1770,1665,1435,13,3,166,0,0,48,105,22,0,0,15,0,52,16,94.07,81.07,0.73,0.17,9.38,0,0,2.71,5.93,1.24,0,0,0.85,0,2.94,0.9
"06075013002","Census Tract 130.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"013002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013002","Census Tract 130.02",,,,2785,2600,1896,0,54,374,0,0,276,185,67,0,0,0,0,0,118,93.36,68.08,0,1.94,13.43,0,0,9.91,6.64,2.41,0,0,0,0,0,4.24
"06075013101","Census Tract 131.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"013101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013101","Census Tract 131.01",,,,3935,3763,2568,64,0,992,0,0,139,172,16,0,0,0,0,26,130,95.63,65.26,1.63,0,25.21,0,0,3.53,4.37,0.41,0,0,0,0,0.66,3.3
"06075013102","Census Tract 131.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"013102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013102","Census Tract 131.02",,,,2725,2338,1778,73,0,351,0,0,136,387,183,0,0,0,0,84,120,85.8,65.25,2.68,0,12.88,0,0,4.99,14.2,6.72,0,0,0,0,3.08,4.4
"06075013200","Census Tract 132, San Francisco County, California","ca","140","00",,,,"06","075",,,"013200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013200","Census Tract 132",,,,3721,3506,2376,1,0,794,0,27,308,215,104,0,0,0,0,0,111,94.22,63.85,0.03,0,21.34,0,0.73,8.28,5.78,2.79,0,0,0,0,0,2.98
"06075013300","Census Tract 133, San Francisco County, California","ca","140","00",,,,"06","075",,,"013300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013300","Census Tract 133",,,,4160,3895,2835,39,0,812,0,0,209,265,81,0,0,0,0,38,146,93.63,68.15,0.94,0,19.52,0,0,5.02,6.37,1.95,0,0,0,0,0.91,3.51
"06075013401","Census Tract 134.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"013401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013401","Census Tract 134.01",,,,1456,1292,884,4,4,131,0,22,247,164,122,0,0,0,0,9,33,88.74,60.71,0.27,0.27,9,0,1.51,16.96,11.26,8.38,0,0,0,0,0.62,2.27
"06075013402","Census Tract 134.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"013402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013402","Census Tract 134.02",,,,2302,2167,1549,115,3,398,0,0,102,135,60,0,0,0,0,45,30,94.14,67.29,5,0.13,17.29,0,0,4.43,5.86,2.61,0,0,0,0,1.95,1.3
"06075013500","Census Tract 135, San Francisco County, California","ca","140","00",,,,"06","075",,,"013500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013500","Census Tract 135",,,,2544,2197,1856,10,0,237,0,0,94,347,155,0,0,26,0,15,151,86.36,72.96,0.39,0,9.32,0,0,3.69,13.64,6.09,0,0,1.02,0,0.59,5.94
"06075015100","Census Tract 151, San Francisco County, California","ca","140","00",,,,"06","075",,,"015100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015100","Census Tract 151",,,,2840,2673,1312,118,6,1070,0,16,151,167,94,0,0,0,0,9,64,94.12,46.2,4.15,0.21,37.68,0,0.56,5.32,5.88,3.31,0,0,0,0,0.32,2.25
"06075015201","Census Tract 152.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015201","Census Tract 152.01",,,,1532,1441,840,84,0,419,0,0,98,91,80,0,0,0,0,0,11,94.06,54.83,5.48,0,27.35,0,0,6.4,5.94,5.22,0,0,0,0,0,0.72
"06075015202","Census Tract 152.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015202","Census Tract 152.02",,,,2334,2217,1161,441,0,506,0,0,109,117,26,0,0,0,0,23,68,94.99,49.74,18.89,0,21.68,0,0,4.67,5.01,1.11,0,0,0,0,0.99,2.91
"06075015300","Census Tract 153, San Francisco County, California","ca","140","00",,,,"06","075",,,"015300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015300","Census Tract 153",,,,2427,2125,1525,163,0,298,0,0,139,302,80,0,20,0,0,39,163,87.56,62.83,6.72,0,12.28,0,0,5.73,12.44,3.3,0,0.82,0,0,1.61,6.72
"06075015401","Census Tract 154.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015401","Census Tract 154.01",,,,3035,2770,1568,24,0,1008,0,29,141,265,66,0,0,0,0,88,111,91.27,51.66,0.79,0,33.21,0,0.96,4.65,8.73,2.17,0,0,0,0,2.9,3.66
"06075015402","Census Tract 154.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015402","Census Tract 154.02",,,,2747,2259,1669,0,0,450,0,0,140,488,149,0,0,22,0,125,192,82.24,60.76,0,0,16.38,0,0,5.1,17.76,5.42,0,0,0.8,0,4.55,6.99
"06075015500","Census Tract 155, San Francisco County, California","ca","140","00",,,,"06","075",,,"015500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015500","Census Tract 155",,,,3936,3236,1570,156,7,1296,0,51,156,700,218,0,0,0,0,256,226,82.22,39.89,3.96,0.18,32.93,0,1.3,3.96,17.78,5.54,0,0,0,0,6.5,5.74
"06075015600","Census Tract 156, San Francisco County, California","ca","140","00",,,,"06","075",,,"015600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015600","Census Tract 156",,,,2927,2694,1115,142,36,1135,0,0,266,233,80,0,0,0,0,68,85,92.04,38.09,4.85,1.23,38.78,0,0,9.09,7.96,2.73,0,0,0,0,2.32,2.9
"06075015701","Census Tract 157.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015701","Census Tract 157.01",,,,4958,4262,2163,93,0,1601,0,0,405,696,152,26,8,98,0,264,148,85.96,43.63,1.88,0,32.29,0,0,8.17,14.04,3.07,0.52,0.16,1.98,0,5.32,2.99
"06075015702","Census Tract 157.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015702","Census Tract 157.02",,,,3109,2750,1683,17,0,405,0,461,184,359,95,12,0,0,0,136,116,88.45,54.13,0.55,0,13.03,0,14.83,5.92,11.55,3.06,0.39,0,0,0,4.37,3.73
"06075015801","Census Tract 158.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015801","Census Tract 158.01",,,,3220,3008,1333,782,0,709,0,0,184,212,37,0,0,0,0,98,77,93.42,41.4,24.29,0,22.02,0,0,5.71,6.58,1.15,0,0,0,0,3.04,2.39
"06075015802","Census Tract 158.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015802","Census Tract 158.02",,,,3163,2839,1562,248,0,545,0,51,433,324,71,0,0,0,0,170,83,89.76,49.38,7.84,0,17.23,0,1.61,13.69,10.24,2.24,0,0,0,0,5.37,2.62
"06075015900","Census Tract 159, San Francisco County, California","ca","140","00",,,,"06","075",,,"015900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015900","Census Tract 159",,,,4876,4076,1650,557,0,1423,0,107,339,800,99,0,125,0,0,512,64,83.59,33.84,11.42,0,29.18,0,2.19,6.95,16.41,2.03,0,2.56,0,0,10.5,1.31
"06075016000","Census Tract 160, San Francisco County, California","ca","140","00",,,,"06","075",,,"016000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016000","Census Tract 160",,,,2725,2319,934,119,6,915,0,6,339,406,46,0,0,0,0,271,89,85.1,34.28,4.37,0.22,33.58,0,0.22,12.44,14.9,1.69,0,0,0,0,9.94,3.27
"06075016101","Census Tract 161.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"016101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016101","Census Tract 161.01",,,,2444,2421,1017,272,0,741,0,0,391,23,12,0,0,0,0,0,11,99.06,41.61,11.13,0,30.32,0,0,16,0.94,0.49,0,0,0,0,0,0.45
